symptom_cui,disease_cui,symptom_name,disease_name
C0030232,C0085642,,"Livedo Reticularis; Livedo reticularis; LIVEDO RETICULARIS; livedo reticularis; Livedo reticularis, NOS; LIVEDO ANNULARIS; reticularis; asphyxia; ASPHYXIA RETICULARIS; asphyxia; reticularis; Livedo racemosa; LIVEDO RACEMOSA; livedo racemosa; Livedo reticularis (disorder); livedo reticularis (physical finding); livedo reticularis (diagnosis)"
C0030232,C0282492,,"Sneddon Syndrome; sneddon syndrome; Sneddon syndrome; SNEDDON SYNDROME; Sneddon's syndrome; sneddon's syndrome; sneddons syndrome; Syndrome, Sneddon; Sneddon-Champion Syndrome; Sneddon Champion Syndrome; Syndrome, Sneddon-Champion; Idiopathic livedo reticularis with systemic involvement; Ehrmann Sneddon syndrome; Ehrmann-Sneddon syndrome; Livedo reticularis and cerebrovascular accident syndrome (disorder); Livedo racemosa and cerebrovascular accident; Livedo reticularis and cerebrovascular accident syndrome; Livedo reticularis-cerebrovascular accident syndrome; Livedo Reticularis, Systemic Involvement; Livedo reticularis and cerebrovascular accident syndrome (diagnosis); SNDNS; Livedo racemosa-cerebrovascular accident syndrome; Idiopathic livedo reticularis with systemic involvement (disorder); Livedo Reticularis And Cerebrovascular Accidents; LIVEDO RETICULARIS AND CEREBROVASCULAR ACCIDENTS"
C0030232,C0406507,,Idiopathic livedo reticularis; ILR - Idiopathic livedo reticularis; Idiopathic livedo reticularis (disorder)
C0030232,C0406508,,Idiopathic livedo reticularis with winter ulceration; Idiopathic livedo reticularis with winter ulceration (disorder)
C0030232,C0406509,,Idiopathic livedo reticularis with summer ulceration; Milian atrophie blanche; Segmental hyalinizing vasculitis; Segmental hyalinising vasculitis; Idiopathic livedo reticularis with summer ulceration (disorder); Livedoid vasculopathy
C0030232,C0406778,,
C0030232,C1274284,,Physiological cutis marmorata; Physiological cutis marmorata (disorder)
C0030232,C1274285,,Neonatal cutis marmorata; Neonatal cutis marmorata (disorder)
C0030554,C0234221,,Acroparesthesia; acroparesthesia; Acroparaesthesia; acroparaesthesia; acroparesthesias; Acroparesthesia disease; Acroparesthesia (finding); acroparesthesia (diagnosis)
C0032617,C0025517,"Polyuria; POLYURIA; polyuria; Polyurias; Polyuria NOS; Urine volume increased; Increased urine volume; URINE VOLUME INCREASED; Urine volume, increased; Diuresis excessive; DIURESIS EXCESSIVE; Polyuric state; Polyuric state, NOS; Urine output high; high urine output; Passes too much urine; Increased urine output (finding); polyuria (symptom); Increased urine output; Polyuric state (disorder); Polyuria (finding); urine; discharge, excessive; discharge; excessive urine; excessive; urine discharge; frequent emptying of full-bladder; frequent, full-bladder emptying (polyuria)","Metabolic Diseases; metabolic diseases; Disease, Metabolic; Metabolic Disease; Metabolic disease; Metabolic disease, NOS; metabolic disease; Diseases, Metabolic; Unspecified disorder of metabolism; disorder; metabolism; Metabolism Disorders; Metabolism--Disorders; metabolism disorder; metabolism; disorder; Generalized metabolic disorder; Generalised metabolic disorder; Metabolic disorder; Disorder;metabolic; metabolic disorder; Metabolic Disorder; Metabolic disorder, NOS; Metabolic disorders; METABOLIC DISORDERS; Metabolic disorder NOS; Metabolic Disorders; metabolic disorders; Metabolic disorder, unspecified; Thesaurismosis; Thesaurismoses; metabolic disorder; general; METABOLIC DISORDERS: GENERAL; general; metabolic disorder; MD - Metabolic disorders; Metabolic derangement; Metabolic disease (disorder); Generalized metabolic disorder (disorder); metabolism; disorder, general; metabolic disorders (diagnosis); RNDx metabolic; RNDx metabolic (diagnosis)"
C0032617,C0042075,"Polyuria; POLYURIA; polyuria; Polyurias; Polyuria NOS; Urine volume increased; Increased urine volume; URINE VOLUME INCREASED; Urine volume, increased; Diuresis excessive; DIURESIS EXCESSIVE; Polyuric state; Polyuric state, NOS; Urine output high; high urine output; Passes too much urine; Increased urine output (finding); polyuria (symptom); Increased urine output; Polyuric state (disorder); Polyuria (finding); urine; discharge, excessive; discharge; excessive urine; excessive; urine discharge; frequent emptying of full-bladder; frequent, full-bladder emptying (polyuria)","Urologic Diseases; diseases urologic; urologic diseases; Disease, Urologic; Urologic Disease; Urologic disease, NOS; disease urologic; urologic disease; Urologic disease; Diseases, Urologic; Unspecified disorder of urethra and urinary tract; Urinary Tract Diseases; diseases tract urinary; urinary tract diseases; Urinary Tract Disease; Disease, Urinary Tract; Disease of urinary tract, NOS; disease tract urinary; urinary tract disease; Diseases, Urinary Tract; Disorder of urinary tract; URINARY TRACT DISORDER OF; Urinary tract disorder of; URINARY TRACT DISORDER; DISORDER URINARY TRACT; urinary tract disorder; Disorder of urinary tract, NOS; disorder urinary tract; disorders tract urinary; urinary tract disorders; Urinary Tract Disorders; Disorder urinary tract; Urinary tract disorder; Urinary tract disorder NOS; disorders of urinary tract; disorders of urinary tract (diagnosis); Urological Diseases; urological diseases; Disease, Urological; Urological Disease; disease urological; Disease;urological; urological disease; Diseases, Urological; Disorder of the urinary system; URINARY SYSTEM DISORDERS; disorders system urinary; urinary system disorders; urinary system disorder; Urinary system disorder; Urinary System Disorder; DISEASES AND SYNDROMES OF THE URINARY TRACT; Diseases and Syndromes of Urinary Tract; Syndrome of urinary tract; Syndrome of urinary tract, NOS; Disorder of urinary system, unspecified; Urological disorder; disorder urological; disorders urological; Disease or syndrome of urinary tract; Uropathy; UROPATHY; uropathy; Urinary system disease; disease system urinary; disease urinary system; urinary system disease; diseases of the urinary system; diseases system urinary; diseases systems urinary; urinary system diseases; Diseases of the urinary system; renal and urinary disorders (diagnosis); Renal and urinary disorders; renal and urinary disorders; renal urinary disorders; urinary renal disorders; Disorder of the urinary system (disorder); disease (or disorder); urinary tract; urologic disorders; Urologic Disorder; urologic disorders (diagnosis); Disorder of urinary tract proper; Disorder of urinary tract proper (disorder); kidney/urinary disease (non-specific)"
C0032617,C0268813,"Polyuria; POLYURIA; polyuria; Polyurias; Polyuria NOS; Urine volume increased; Increased urine volume; URINE VOLUME INCREASED; Urine volume, increased; Diuresis excessive; DIURESIS EXCESSIVE; Polyuric state; Polyuric state, NOS; Urine output high; high urine output; Passes too much urine; Increased urine output (finding); polyuria (symptom); Increased urine output; Polyuric state (disorder); Polyuria (finding); urine; discharge, excessive; discharge; excessive urine; excessive; urine discharge; frequent emptying of full-bladder; frequent, full-bladder emptying (polyuria)",Dipsogenic Diabetes Insipidus; Dipsogenic diabetes insipidus; dipsogenic diabetes insipidus; Dipsogenic diabetes insipidus (disorder)
C0032781,C0029581,"Posterior rhinorrhea; Posterior rhinorrhoea; Postnasal drip; DRIP, POSTNASAL; drip postnasal; POSTNASAL DRIP; Postnasal Drip; postnasal drip; dripping postnasal; Postnasal discharge; postnasal discharge; Discharge from back of nose; Discharge from nasopharynx; Postnasal catarrh; PND - Postnasal drip; Posterior nasal drip; posterior nasal drip; Posterior rhinorrhea (disorder); Post-Nasal Drip; drip post nasal; drip post-nasal; post-nasal drip; drip or drainage down throat from above; discharge of nasopharynx (physical finding); discharge of nasopharynx; drip or drainage down throat from above (symptom)",Other disease of nasal cavity and sinuses; Other diseases of nasal cavity and sinuses
C0033774,C0033771,"Pruritus; PRURITUS; pruritus; Pruritus, NOS; Pruritus NOS; Itching; ITCHING; itching; Itch; Itch NOS; itch; Pruritis; PRURITIS; pruritis; Pruritic dermatitis, NOS; pruritic dermatitis; Itch of skin; Itch of skin, NOS; itch skin; skin itching; skin itch; itching skin; Skin itching; Itching;skin; Itching of skin; Pruritus;skin; Skin Pruritus; Pruritus of skin, NOS; Pruritis (excluding D05 X16); Irritation - sensation; Pruritus, unspecified; Irritating sensation; Itchy; itchy; pruritus (diagnosis); Excessive scratching; Pruritus cutaneous; Itchy skin; itchy skin; Scratching skin; itching (pruritus); pruritis of skin; Itching (finding); Itching of skin (finding); Itch of skin (observable entity); pruritus (symptom)","Prurigo; prurigo; Prurigo, NOS; Prurigo NOS; Itchy skin eruption; Itchy skin eruption, NOS; Pruritic rash; Rash pruritic; PRURITIC RASH; pruritic rash; Pruritic rash, NOS; prurigo (diagnosis); Itchy rash; rash itchy; itchy rash; Pruritic rash (disorder)"
C0033774,C0033772,"Pruritus; PRURITUS; pruritus; Pruritus, NOS; Pruritus NOS; Itching; ITCHING; itching; Itch; Itch NOS; itch; Pruritis; PRURITIS; pruritis; Pruritic dermatitis, NOS; pruritic dermatitis; Itch of skin; Itch of skin, NOS; itch skin; skin itching; skin itch; itching skin; Skin itching; Itching;skin; Itching of skin; Pruritus;skin; Skin Pruritus; Pruritus of skin, NOS; Pruritis (excluding D05 X16); Irritation - sensation; Pruritus, unspecified; Irritating sensation; Itchy; itchy; pruritus (diagnosis); Excessive scratching; Pruritus cutaneous; Itchy skin; itchy skin; Scratching skin; itching (pruritus); pruritis of skin; Itching (finding); Itching of skin (finding); Itch of skin (observable entity); pruritus (symptom)","Prurigo papule, NOS; Prurigo papule"
C0033774,C0037274,"Pruritus; PRURITUS; pruritus; Pruritus, NOS; Pruritus NOS; Itching; ITCHING; itching; Itch; Itch NOS; itch; Pruritis; PRURITIS; pruritis; Pruritic dermatitis, NOS; pruritic dermatitis; Itch of skin; Itch of skin, NOS; itch skin; skin itching; skin itch; itching skin; Skin itching; Itching;skin; Itching of skin; Pruritus;skin; Skin Pruritus; Pruritus of skin, NOS; Pruritis (excluding D05 X16); Irritation - sensation; Pruritus, unspecified; Irritating sensation; Itchy; itchy; pruritus (diagnosis); Excessive scratching; Pruritus cutaneous; Itchy skin; itchy skin; Scratching skin; itching (pruritus); pruritis of skin; Itching (finding); Itching of skin (finding); Itch of skin (observable entity); pruritus (symptom)","Dermatologic disorders; Skin Diseases; diseases skin; skin diseases; Skin diseases; Skin Disease; Disease of skin, NOS; disease of skin; disease skin; of skin disease; Skin disease; skin disease; Skin--Diseases; Disease;skin; Disorder of skin; SKIN DISORDER; Skin Disorders; skin disorder; DISORDER SKIN (NOS); SKIN DISORDER (NOS); Skin disorder, NOS; disorder skin; disorders skin; SKIN DISORDERS; Skin disorder; Skin disorder NOS; skin; disorder; Skin Disorder; skin disorders; Dermatoses; dermatoses; Dermatosis; Dermatosis, NOS; dermatosis; DERMATOSIS; Dermatosis NOS; Disease or syndrome of skin; Dermatological disorder; dermatological disorders; skin disorders (diagnosis); skin disorder diagnosis; Diseases and Syndromes of Skin; Dermatological disease; dermatological disease; dermatological diseases; integumentary disease; diseases integumentary; disease integumentary; dermopathy; DERMOPATHY; Iatrogenic dermatosis; Dermatologic disease; dermatologic disease; dermatologic diseases; disease disorders skin; diseases disorders skin; disease (or disorder); skin; Cutaneous Disorder; Cutaneous disorders; Cutaneous Disorders; Skin Diseases and Manifestations; Disorder of skin (disorder); Dermatopathy; skin condition; Skin Conditions; Skin conditions; dermatologic condition (diagnosis); dermatologic condition"
C0033774,C0263351,"Pruritus; PRURITUS; pruritus; Pruritus, NOS; Pruritus NOS; Itching; ITCHING; itching; Itch; Itch NOS; itch; Pruritis; PRURITIS; pruritis; Pruritic dermatitis, NOS; pruritic dermatitis; Itch of skin; Itch of skin, NOS; itch skin; skin itching; skin itch; itching skin; Skin itching; Itching;skin; Itching of skin; Pruritus;skin; Skin Pruritus; Pruritus of skin, NOS; Pruritis (excluding D05 X16); Irritation - sensation; Pruritus, unspecified; Irritating sensation; Itchy; itchy; pruritus (diagnosis); Excessive scratching; Pruritus cutaneous; Itchy skin; itchy skin; Scratching skin; itching (pruritus); pruritis of skin; Itching (finding); Itching of skin (finding); Itch of skin (observable entity); pruritus (symptom)","Pruritus senilis; pruritus senilis; Pruritus, senilis; Senile pruritus; Pruritus senile; pruritus; senile; senile; pruritus; Pruritus senilis (disorder); pruritus senilis (diagnosis)"
C0033774,C0263352,"Pruritus; PRURITUS; pruritus; Pruritus, NOS; Pruritus NOS; Itching; ITCHING; itching; Itch; Itch NOS; itch; Pruritis; PRURITIS; pruritis; Pruritic dermatitis, NOS; pruritic dermatitis; Itch of skin; Itch of skin, NOS; itch skin; skin itching; skin itch; itching skin; Skin itching; Itching;skin; Itching of skin; Pruritus;skin; Skin Pruritus; Pruritus of skin, NOS; Pruritis (excluding D05 X16); Irritation - sensation; Pruritus, unspecified; Irritating sensation; Itchy; itchy; pruritus (diagnosis); Excessive scratching; Pruritus cutaneous; Itchy skin; itchy skin; Scratching skin; itching (pruritus); pruritis of skin; Itching (finding); Itching of skin (finding); Itch of skin (observable entity); pruritus (symptom)","Papular urticaria; Urticaria papular; papular urticaria; Lichen urticatus; urticatus; lichen; lichen; urticatus; Prurigo simplex; prurigo simplex; Prurigo, simplex; Strophulus; strophulus; Papular urticarial eruption; Prurigo simplex (disorder); prurigo simplex (diagnosis); papular urticaria (diagnosis); Bullous papular urticaria - type"
C0033774,C0263353,"Pruritus; PRURITUS; pruritus; Pruritus, NOS; Pruritus NOS; Itching; ITCHING; itching; Itch; Itch NOS; itch; Pruritis; PRURITIS; pruritis; Pruritic dermatitis, NOS; pruritic dermatitis; Itch of skin; Itch of skin, NOS; itch skin; skin itching; skin itch; itching skin; Skin itching; Itching;skin; Itching of skin; Pruritus;skin; Skin Pruritus; Pruritus of skin, NOS; Pruritis (excluding D05 X16); Irritation - sensation; Pruritus, unspecified; Irritating sensation; Itchy; itchy; pruritus (diagnosis); Excessive scratching; Pruritus cutaneous; Itchy skin; itchy skin; Scratching skin; itching (pruritus); pruritis of skin; Itching (finding); Itching of skin (finding); Itch of skin (observable entity); pruritus (symptom)",Prurigo nodularis; Prurigo Nodularis; PRURIGO NODULARIS; prurigo nodularis; Hyde's disease; hyde's disease; Picker's nodules; Prurigo nodularis (disorder); Nodular prurigo; prurigo; nodular; nodular; prurigo; prurigo nodularis (diagnosis)
C0033774,C0406044,"Pruritus; PRURITUS; pruritus; Pruritus, NOS; Pruritus NOS; Itching; ITCHING; itching; Itch; Itch NOS; itch; Pruritis; PRURITIS; pruritis; Pruritic dermatitis, NOS; pruritic dermatitis; Itch of skin; Itch of skin, NOS; itch skin; skin itching; skin itch; itching skin; Skin itching; Itching;skin; Itching of skin; Pruritus;skin; Skin Pruritus; Pruritus of skin, NOS; Pruritis (excluding D05 X16); Irritation - sensation; Pruritus, unspecified; Irritating sensation; Itchy; itchy; pruritus (diagnosis); Excessive scratching; Pruritus cutaneous; Itchy skin; itchy skin; Scratching skin; itching (pruritus); pruritis of skin; Itching (finding); Itching of skin (finding); Itch of skin (observable entity); pruritus (symptom)",
C0033774,C0406238,"Pruritus; PRURITUS; pruritus; Pruritus, NOS; Pruritus NOS; Itching; ITCHING; itching; Itch; Itch NOS; itch; Pruritis; PRURITIS; pruritis; Pruritic dermatitis, NOS; pruritic dermatitis; Itch of skin; Itch of skin, NOS; itch skin; skin itching; skin itch; itching skin; Skin itching; Itching;skin; Itching of skin; Pruritus;skin; Skin Pruritus; Pruritus of skin, NOS; Pruritis (excluding D05 X16); Irritation - sensation; Pruritus, unspecified; Irritating sensation; Itchy; itchy; pruritus (diagnosis); Excessive scratching; Pruritus cutaneous; Itchy skin; itchy skin; Scratching skin; itching (pruritus); pruritis of skin; Itching (finding); Itching of skin (finding); Itch of skin (observable entity); pruritus (symptom)",Pruriginous atopic dermatitis; Pruriginous atopic eczema; Pruriginous atopic dermatitis (disorder)
C0033774,C0406298,"Pruritus; PRURITUS; pruritus; Pruritus, NOS; Pruritus NOS; Itching; ITCHING; itching; Itch; Itch NOS; itch; Pruritis; PRURITIS; pruritis; Pruritic dermatitis, NOS; pruritic dermatitis; Itch of skin; Itch of skin, NOS; itch skin; skin itching; skin itch; itching skin; Skin itching; Itching;skin; Itching of skin; Pruritus;skin; Skin Pruritus; Pruritus of skin, NOS; Pruritis (excluding D05 X16); Irritation - sensation; Pruritus, unspecified; Irritating sensation; Itchy; itchy; pruritus (diagnosis); Excessive scratching; Pruritus cutaneous; Itchy skin; itchy skin; Scratching skin; itching (pruritus); pruritis of skin; Itching (finding); Itching of skin (finding); Itch of skin (observable entity); pruritus (symptom)",Subacute prurigo; subacute prurigo; Subacute prurigo (disorder)
