PMID,Sentence,MeSH Term Found,Title/Abstract
38516144,The clinical characteristics and risk factors for necrotizing soft tissue infection in children.,Tics,Title
38516144,Necrotizing soft tissue infection (NSTI) is a serious infectious disease.,Disease,Abstract
38516098,Speciation and kinetics of fluoride transfer from tetra-,Tics,Title
38516053,Pseudoxanthoma elasticum-associated angioid streaks near a scleral buckle.,Angioid Streaks,Title
38516053,We report a patient with pseudoxanthoma elasticum (PXE) with angioid streaks near a scleral buckle site.,Angioid Streaks,Abstract
38515828,We then argue for the advantages of using wearable sensor technology and machine learning analytics to quantify social movement.,Tics,Abstract
38515809,Descriptive statistics were used to analyse quantitative data.,Tics,Abstract
38515807,Long-term use of asbestos-contaminated talcum power has been reported to be the main causative agent for carcinogenesis in many research studies.,Carcinogenesis,Abstract
38515807,In recent developments Johnson & Johnson has lost multimillion-dollar lawsuits for being associated with the development of mesothelioma and ovarian cancer by its talc-based baby powder.,Mesothelioma,Abstract
38515803,Effectiveness of a hypertension management protocol in rural Haitian adults and pregnant women.,Hypertension,Title
38515803,Haiti's hypertension prevalence among adults ≥40 years of age is nearly twice that of nations in the Americas.,Hypertension,Abstract
38515803,"Haiti Health Initiative (HHI) developed a hypertension management protocol for use in outreach clinics in Timo, a rural mountainous community in Haiti.",Hypertension,Abstract
38515803,This study aimed to evaluate the effectiveness of the hypertension protocol for treating adults ≥40 years of age and pregnant women with severe hypertension.,Hypertension,Abstract
38515799,"Following the training, participants demonstrated increased knowledge of the causes of climate change, health exposures, climate-sensitive diseases, and vulnerable populations relevant to The Bahamas.",Disease,Abstract
38515606,"Being at personal risk and having knowledge of disease severity had 70% of the sample thinking about, or preparing to get, screening.",Disease,Abstract
38515498,The effect of the Universal Test and Treat policy uptake on CD4 count testing and incidence of opportunistic infections among people living with HIV infection in Cameroon: a retrospective analysis of routine data.,Infections,Title
38515494,The bibliometric landscape of infectious disease research in Panama (1990-2019).,Disease,Title
38515494,This work aims to analyze the landscape of scientific publications on subjects related to One Health and infectious diseases in Panama.,Disease,Abstract
38515491,"More than two-thirds (66.8%) of the sampled children were fully immunized, and 19.3% of the children defaulted to the Measles-Rubella vaccines.",Measles,Abstract
38515479,"The economic crisis in Sri Lanka has disarrayed the country's healthcare services, posing a challenge to people with chronic diseases on routine care.",Chronic Disease,Abstract
38515473,Enhancing healthcare access during disasters and emergencies: Recommendations from Nepali migrants in Japan.,Emergencies,Title
38515473,"The purpose of this article is to present recommendations from Nepali migrants themselves about various actions that stakeholders or policymakers could take to improve healthcare access during future disasters, emergencies, or crises in Japan.",Emergencies,Abstract
38515473,"By working together and leveraging available resources, it is possible to ensure that migrants are not left behind in the face of disasters and emergencies.",Emergencies,Abstract
38515473,"Further research is required to determine the most effective ways to improve healthcare access for migrants in Japan during disasters, crises, or emergencies.",Emergencies,Abstract
38515471,"Lung function tests are valuable in assessing respiratory health and disease, and the Healthy China Initiative clearly states that people over 40 years of age should have a lung function test once a year.",Disease,Abstract
38515469,"Consumption of vegetables may contribute to alleviating the double burden of malnutrition, which is widespread among adolescents.",Malnutrition,Abstract
38511877,Updates on brain regions and neuronal circuits of movement disorders in Parkinson's disease.,Disease,Title
38511877,Parkinson's disease (PD) is a progressive neurodegenerative disease with a global burden that affects more often in the elderly.,Disease,Abstract
38511877,The basal ganglia (BG) is believed to account for movement disorders in PD.,Movement Disorders,Abstract
38511877,"In the present review, we provide up-to-date information related to movement disorders and modulations in PD, especially from the perspectives of brain regions and neuronal circuits.",Movement Disorders,Abstract
38511385,"With the extensive production and use of various chemicals, emerging pollutants including environmental endocrine disrupting chemicals, perfluoro chemicals, antibiotics, and microplastics have been continuously entering the environment, and spread to water through multiple pathways.",Tics,Abstract
38511379,"We proposed targeted functional optimization strategies based on the spatial relationship, ecological background characteristics, and supply and demand ratios of various services within the zone.",Tics,Abstract
38511372,"We investigated seedling emergence rate, population regularity degree (including height, ear height and stem diameter), seedling sturdiness index, photosynthetic characteristics, dry matter accumulation and distribution characteristics, and yield.",Tics,Abstract
38511367,The structural and functional characteristics of soil prokaryotic community are important for maintaining ecosystem functions.,Tics,Abstract
38511367,"In this study, we examined the diversity and compositions, the key drivers, as well as functional characteristics of prokaryotic communities in the rhizosphere and non-rhizosphere soils of ",Tics,Abstract
38511364,[Anatomical structure and physiological characteristics of ,Tics,Title
38511358,"Based on water quality data from 91 sites in May 2021 in the Gaya River Basin, we analyzed the spatial characteristics of land use types and landscape patterns at the riparian buffer zone scales.",Tics,Abstract
38511355,It is of great significance to investigate the volume and water holding characteristics of litters for the accurate evaluation of forest water conservation function.,Tics,Abstract
38511354,[Water-holding characteristics of litter and soil and the influencing factors after individual rainfall].,Tics,Title
38511354,"To clarify the water-holding characteristics of forest litter and soil, different densities (0, 300, 600, 900 g·m",Tics,Abstract
38511066,Role of TRP channels in carcinogenesis and metastasis: Pathophysiology and regulation by non-coding RNAs.,Carcinogenesis,Title
38511064,CircZCCHC2 (hsa_circ_0000854) promotes hepatocellular carcinoma progression through modulating miR-936/BTBD7 axis and activating Rho/ROCK2 pathway.,Carcinoma,Title
38511064,Hepatocellular carcinoma (HCC) is one of the most aggressive and refractory cancers due to its high propensity to metastasize and the unavailability of efficacious treatments.,Carcinoma,Abstract
38511048,Audit of Pain Management After Colorectal Surgeries in a Tertiary Care Cancer Hospital.,Pain,Title
38511048,"Surgery for gastrointestinal malignancy is associated with severe post-operative pain, which if inadequately treated, can lead to pulmonary complications and, in addition, delayed mobilization leading to delayed recovery and discharge.",Pain,Abstract
38511048,"We audited our practices looking at the various pain modalities used and their effects on the post-operative recovery in colorectal surgeries, in a tertiary care cancer centre during the era of ERAS.",Pain,Abstract
38511048,The primary aim of the study was to assess the average pain score on movement in the first 72 h of post-operative period among patients.,Pain,Abstract
38511048,"The secondary aim was to study the various modalities of pain management used and complications, perioperative vasopressor requirement, post-operative resumption of enteral feeding, ambulation, duration of hospital stay, duration of ICU/HDU stay, and worst pain scores in the first 72 h.",Pain,Abstract
