symptom_cui|disease_cui|symptom_name|disease_name|icd9_code
C0011991|C0400875|Diarrhea; DIARRHEA; diarrhea; Diarrheas; DIARRHOEA; Diarrhea, NOS; Diarrhoea; diarrheas; Diarrhea NOS; Diarrhoea NOS; diarrhoea; The runs; STOOLS LOOSE; LOOSE STOOLS; Watery stool; watery stool; watery stools; Watery stools; Loose bowel movement; loose bowel movement; bowel loose movements; bowels loose movement; D - Diarrhea; D - Diarrhoea; Diarrhea symptom; diarrhea (symptom); diarrhea symptoms; diarrhoea symptoms; symptoms diarrhea; Diarrhoea symptom; Loose bowel motions; loose bowel motion; Observation of diarrhea; Observation of diarrhoea; runs(diarrhoea); Runs(diarrhoea); diarrhea running; runs(diarrhea); Lienteric diarrhea; Lienteric diarrhoea; Diarrhea (finding); Diarrhea symptom (finding); The trots; Diarrhea, unspecified; RNDx diarrhea (diagnosis); RNDx diarrhea|Hollow visceral neuropathy; hollow visceral neuropathy; Diarrhea in diabetes; Diarrhoea in diabetes; diabetes diarrhea; diarrhea diabetes; diarrhoea diabetes; Diabetic diarrhea; diabetic diarrhea; DIABETIC DIARRHEA; Diabetic diarrhoea; diabetics diarrhea; Diabetic enteropathy; diabetic enteropathy; Visceral diabetic neuropathy; Diarrhea with diabetes mellitus; Diarrhoea with diabetes mellitus; Diarrhea due to diabetes mellitus (disorder); Diarrhea due to diabetes mellitus; diarrhea due to diabetes mellitus; Diarrhoea due to diabetes mellitus; diarrhea due to diabetes mellitus (diagnosis); Hollow visceral neuropathy (disorder)|V063 - Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [DTP + polio]
C0011991|C0473127|Diarrhea; DIARRHEA; diarrhea; Diarrheas; DIARRHOEA; Diarrhea, NOS; Diarrhoea; diarrheas; Diarrhea NOS; Diarrhoea NOS; diarrhoea; The runs; STOOLS LOOSE; LOOSE STOOLS; Watery stool; watery stool; watery stools; Watery stools; Loose bowel movement; loose bowel movement; bowel loose movements; bowels loose movement; D - Diarrhea; D - Diarrhoea; Diarrhea symptom; diarrhea (symptom); diarrhea symptoms; diarrhoea symptoms; symptoms diarrhea; Diarrhoea symptom; Loose bowel motions; loose bowel motion; Observation of diarrhea; Observation of diarrhoea; runs(diarrhoea); Runs(diarrhoea); diarrhea running; runs(diarrhea); Lienteric diarrhea; Lienteric diarrhoea; Diarrhea (finding); Diarrhea symptom (finding); The trots; Diarrhea, unspecified; RNDx diarrhea (diagnosis); RNDx diarrhea|Prototheca diarrhea; Prototheca diarrhoea; infectious diarrhea prototheca; Prototheca diarrhea (diagnosis); Prototheca diarrhea (disorder)|3232 - Encephalitis, myelitis, and encephalomyelitis in protozoal diseases classified elsewhere
C0011991|C0473132|Diarrhea; DIARRHEA; diarrhea; Diarrheas; DIARRHOEA; Diarrhea, NOS; Diarrhoea; diarrheas; Diarrhea NOS; Diarrhoea NOS; diarrhoea; The runs; STOOLS LOOSE; LOOSE STOOLS; Watery stool; watery stool; watery stools; Watery stools; Loose bowel movement; loose bowel movement; bowel loose movements; bowels loose movement; D - Diarrhea; D - Diarrhoea; Diarrhea symptom; diarrhea (symptom); diarrhea symptoms; diarrhoea symptoms; symptoms diarrhea; Diarrhoea symptom; Loose bowel motions; loose bowel motion; Observation of diarrhea; Observation of diarrhoea; runs(diarrhoea); Runs(diarrhoea); diarrhea running; runs(diarrhea); Lienteric diarrhea; Lienteric diarrhoea; Diarrhea (finding); Diarrhea symptom (finding); The trots; Diarrhea, unspecified; RNDx diarrhea (diagnosis); RNDx diarrhea|Toddler diarrhea; diarrhea toddler; toddler diarrhea; diarrhea toddlers; diarrhoea toddlers; toddler diarrhoea; Toddler diarrhoea; intestinal disorder diarrheal toddler; Toddler diarrhea (diagnosis); Toddler diarrhea (disorder)|0093 - Diarrhea of presumed infectious origin
C0011991|C0473133|Diarrhea; DIARRHEA; diarrhea; Diarrheas; DIARRHOEA; Diarrhea, NOS; Diarrhoea; diarrheas; Diarrhea NOS; Diarrhoea NOS; diarrhoea; The runs; STOOLS LOOSE; LOOSE STOOLS; Watery stool; watery stool; watery stools; Watery stools; Loose bowel movement; loose bowel movement; bowel loose movements; bowels loose movement; D - Diarrhea; D - Diarrhoea; Diarrhea symptom; diarrhea (symptom); diarrhea symptoms; diarrhoea symptoms; symptoms diarrhea; Diarrhoea symptom; Loose bowel motions; loose bowel motion; Observation of diarrhea; Observation of diarrhoea; runs(diarrhoea); Runs(diarrhoea); diarrhea running; runs(diarrhea); Lienteric diarrhea; Lienteric diarrhoea; Diarrhea (finding); Diarrhea symptom (finding); The trots; Diarrhea, unspecified; RNDx diarrhea (diagnosis); RNDx diarrhea|Protracted diarrhea; diarrhea protracted; protracted diarrhea; Protracted diarrhoea; Protracted diarrhea (symptom); Protracted diarrhea (finding)|0093 - Diarrhea of presumed infectious origin
C0011991|C0473778|Diarrhea; DIARRHEA; diarrhea; Diarrheas; DIARRHOEA; Diarrhea, NOS; Diarrhoea; diarrheas; Diarrhea NOS; Diarrhoea NOS; diarrhoea; The runs; STOOLS LOOSE; LOOSE STOOLS; Watery stool; watery stool; watery stools; Watery stools; Loose bowel movement; loose bowel movement; bowel loose movements; bowels loose movement; D - Diarrhea; D - Diarrhoea; Diarrhea symptom; diarrhea (symptom); diarrhea symptoms; diarrhoea symptoms; symptoms diarrhea; Diarrhoea symptom; Loose bowel motions; loose bowel motion; Observation of diarrhea; Observation of diarrhoea; runs(diarrhoea); Runs(diarrhoea); diarrhea running; runs(diarrhea); Lienteric diarrhea; Lienteric diarrhoea; Diarrhea (finding); Diarrhea symptom (finding); The trots; Diarrhea, unspecified; RNDx diarrhea (diagnosis); RNDx diarrhea|Neonatal chloridorrhoea; Neonatal chloridorrhea|7716 - Neonatal conjunctivitis and dacryocystitis
C0011991|C0578159|Diarrhea; DIARRHEA; diarrhea; Diarrheas; DIARRHOEA; Diarrhea, NOS; Diarrhoea; diarrheas; Diarrhea NOS; Diarrhoea NOS; diarrhoea; The runs; STOOLS LOOSE; LOOSE STOOLS; Watery stool; watery stool; watery stools; Watery stools; Loose bowel movement; loose bowel movement; bowel loose movements; bowels loose movement; D - Diarrhea; D - Diarrhoea; Diarrhea symptom; diarrhea (symptom); diarrhea symptoms; diarrhoea symptoms; symptoms diarrhea; Diarrhoea symptom; Loose bowel motions; loose bowel motion; Observation of diarrhea; Observation of diarrhoea; runs(diarrhoea); Runs(diarrhoea); diarrhea running; runs(diarrhea); Lienteric diarrhea; Lienteric diarrhoea; Diarrhea (finding); Diarrhea symptom (finding); The trots; Diarrhea, unspecified; RNDx diarrhea (diagnosis); RNDx diarrhea|Antibiotic-associated diarrhea; antibiotic associated diarrhea; antibiotic-associated diarrhea; Antibiotic-Associated Diarrhea; antibiotics associated diarrhea; Antibiotic associated diarrhea; Antibiotic associated diarrhoea; Antibiotic-associated diarrhoea; Antibiotic-associated diarrhea (disorder)|3239 - Unspecified causes of encephalitis, myelitis, and encephalomyelitis
C0011991|C0740441|Diarrhea; DIARRHEA; diarrhea; Diarrheas; DIARRHOEA; Diarrhea, NOS; Diarrhoea; diarrheas; Diarrhea NOS; Diarrhoea NOS; diarrhoea; The runs; STOOLS LOOSE; LOOSE STOOLS; Watery stool; watery stool; watery stools; Watery stools; Loose bowel movement; loose bowel movement; bowel loose movements; bowels loose movement; D - Diarrhea; D - Diarrhoea; Diarrhea symptom; diarrhea (symptom); diarrhea symptoms; diarrhoea symptoms; symptoms diarrhea; Diarrhoea symptom; Loose bowel motions; loose bowel motion; Observation of diarrhea; Observation of diarrhoea; runs(diarrhoea); Runs(diarrhoea); diarrhea running; runs(diarrhea); Lienteric diarrhea; Lienteric diarrhoea; Diarrhea (finding); Diarrhea symptom (finding); The trots; Diarrhea, unspecified; RNDx diarrhea (diagnosis); RNDx diarrhea|Acute diarrhea; DIARRHEA ACUTE; acute diarrhea; Acute diarrhoea; Diarrhoea;acute; acute diarrhoea; intestinal disorder diarrheal acute; Acute diarrhea (diagnosis); Acute diarrhea (disorder)|0093 - Diarrhea of presumed infectious origin
C0011991|C1290807|Diarrhea; DIARRHEA; diarrhea; Diarrheas; DIARRHOEA; Diarrhea, NOS; Diarrhoea; diarrheas; Diarrhea NOS; Diarrhoea NOS; diarrhoea; The runs; STOOLS LOOSE; LOOSE STOOLS; Watery stool; watery stool; watery stools; Watery stools; Loose bowel movement; loose bowel movement; bowel loose movements; bowels loose movement; D - Diarrhea; D - Diarrhoea; Diarrhea symptom; diarrhea (symptom); diarrhea symptoms; diarrhoea symptoms; symptoms diarrhea; Diarrhoea symptom; Loose bowel motions; loose bowel motion; Observation of diarrhea; Observation of diarrhoea; runs(diarrhoea); Runs(diarrhoea); diarrhea running; runs(diarrhea); Lienteric diarrhea; Lienteric diarrhoea; Diarrhea (finding); Diarrhea symptom (finding); The trots; Diarrhea, unspecified; RNDx diarrhea (diagnosis); RNDx diarrhea|Diarrheal disorder; Diarrhoeal disorder; Diarrheal disease; diarrheal disease; Diarrheal disease, NOS; Diarrhoeal disease, NOS; diarrheal diseases; diarrhoeal diseases; diarrhoeal disease; Diarrhoeal disease; intestinal disorder diarrheal; Diarrheal disorder (diagnosis); Diarrheal disorder (disorder); Diarrhea disorder; Diarrhoea disorder|0093 - Diarrhea of presumed infectious origin
C0011991|C1313963|Diarrhea; DIARRHEA; diarrhea; Diarrheas; DIARRHOEA; Diarrhea, NOS; Diarrhoea; diarrheas; Diarrhea NOS; Diarrhoea NOS; diarrhoea; The runs; STOOLS LOOSE; LOOSE STOOLS; Watery stool; watery stool; watery stools; Watery stools; Loose bowel movement; loose bowel movement; bowel loose movements; bowels loose movement; D - Diarrhea; D - Diarrhoea; Diarrhea symptom; diarrhea (symptom); diarrhea symptoms; diarrhoea symptoms; symptoms diarrhea; Diarrhoea symptom; Loose bowel motions; loose bowel motion; Observation of diarrhea; Observation of diarrhoea; runs(diarrhoea); Runs(diarrhoea); diarrhea running; runs(diarrhea); Lienteric diarrhea; Lienteric diarrhoea; Diarrhea (finding); Diarrhea symptom (finding); The trots; Diarrhea, unspecified; RNDx diarrhea (diagnosis); RNDx diarrhea|Diarrhea caused by staphylococcus toxin; Diarrhoea caused by staphylococcus toxin; Diarrhoea due to staphylococcal toxin; Diarrhea due to staphylococcal toxin; Diarrhoea due to staphylococcus; Diarrhea due to staphylococcus; staphylococcus; diarrhea; diarrhea; Staphylococcus; infectious diarrhea due to Staphylococcus toxin; infectious diarrhea due to Staphylococcus toxin (diagnosis); Diarrhea caused by staphylococcus toxin (disorder); Diarrhea caused by staphylococcus; Diarrhoea caused by staphylococcus|0382 - Pneumococcal septicemia [Streptococcus pneumoniae septicemia]
C0011991|C1960276|Diarrhea; DIARRHEA; diarrhea; Diarrheas; DIARRHOEA; Diarrhea, NOS; Diarrhoea; diarrheas; Diarrhea NOS; Diarrhoea NOS; diarrhoea; The runs; STOOLS LOOSE; LOOSE STOOLS; Watery stool; watery stool; watery stools; Watery stools; Loose bowel movement; loose bowel movement; bowel loose movements; bowels loose movement; D - Diarrhea; D - Diarrhoea; Diarrhea symptom; diarrhea (symptom); diarrhea symptoms; diarrhoea symptoms; symptoms diarrhea; Diarrhoea symptom; Loose bowel motions; loose bowel motion; Observation of diarrhea; Observation of diarrhoea; runs(diarrhoea); Runs(diarrhoea); diarrhea running; runs(diarrhea); Lienteric diarrhea; Lienteric diarrhoea; Diarrhea (finding); Diarrhea symptom (finding); The trots; Diarrhea, unspecified; RNDx diarrhea (diagnosis); RNDx diarrhea|Brainerd diarrhea; Brainerd diarrhoea; Brainerd diarrhea (disorder)|0093 - Diarrhea of presumed infectious origin
C0011991|C1996989|Diarrhea; DIARRHEA; diarrhea; Diarrheas; DIARRHOEA; Diarrhea, NOS; Diarrhoea; diarrheas; Diarrhea NOS; Diarrhoea NOS; diarrhoea; The runs; STOOLS LOOSE; LOOSE STOOLS; Watery stool; watery stool; watery stools; Watery stools; Loose bowel movement; loose bowel movement; bowel loose movements; bowels loose movement; D - Diarrhea; D - Diarrhoea; Diarrhea symptom; diarrhea (symptom); diarrhea symptoms; diarrhoea symptoms; symptoms diarrhea; Diarrhoea symptom; Loose bowel motions; loose bowel motion; Observation of diarrhea; Observation of diarrhoea; runs(diarrhoea); Runs(diarrhoea); diarrhea running; runs(diarrhea); Lienteric diarrhea; Lienteric diarrhoea; Diarrhea (finding); Diarrhea symptom (finding); The trots; Diarrhea, unspecified; RNDx diarrhea (diagnosis); RNDx diarrhea|Diarrhea caused by drug; Diarrhoea caused by drug; Diarrhea caused by drug (disorder); Drug-induced diarrhea; drug-induced diarrhea; Drug-induced diarrhoea; drug-induced diarrhea (diagnosis)|0091 - Colitis, enteritis, and gastroenteritis of presumed infectious origin
C0012766|C0006430|Skin sensation disturbance; Skin Sensation Disturbance; Disturbance of skin sensation; Disturbances of skin sensation; disturbances in skin sensation; disturbances of skin sensation; Disturbance of Skin Sensation; Abnormal skin sensitivity; disturbances of skin sensation (symptom); Skin sensation disturbance (finding)|Burning Mouth Syndrome; Burning mouth syndrome; burning mouth syndrome; Burning Mouth Syndromes; Mouth Syndromes, Burning; Syndromes, Burning Mouth; Mouth Syndrome, Burning; Syndrome, Burning Mouth; BMS - burning mouth syndrome; BMS - Burning mouth syndrome; Orodynia; oral dysesthesia (symptom); Oral dysaesthesia; oral dysaesthesia; Oral Dysesthesia; dysesthesia oral; Oral dysesthesia; oral dysesthesia; Burning mouth syndrome (disorder); Stomatopyrosis; stomatopyrosis; BMS; Stomatodynia|6142 - Salpingitis and oophoritis not specified as acute, subacute, or chronic
C0012766|C0020454|Skin sensation disturbance; Skin Sensation Disturbance; Disturbance of skin sensation; Disturbances of skin sensation; disturbances in skin sensation; disturbances of skin sensation; Disturbance of Skin Sensation; Abnormal skin sensitivity; disturbances of skin sensation (symptom); Skin sensation disturbance (finding)|Hyperesthesia dolorosa; Hyperaesthesia dolorosa; Hyperesthesia dolorosa (finding)|9679 - Poisoning by unspecified sedative or hypnotic
C0012766|C0521673|Skin sensation disturbance; Skin Sensation Disturbance; Disturbance of skin sensation; Disturbances of skin sensation; disturbances in skin sensation; disturbances of skin sensation; Disturbance of Skin Sensation; Abnormal skin sensitivity; disturbances of skin sensation (symptom); Skin sensation disturbance (finding)|Unilateral sensory loss of face and trunk, opposite sides|V485 - Sensory problem with neck and trunk
C0012766|C0521675|Skin sensation disturbance; Skin Sensation Disturbance; Disturbance of skin sensation; Disturbances of skin sensation; disturbances in skin sensation; disturbances of skin sensation; Disturbance of Skin Sensation; Abnormal skin sensitivity; disturbances of skin sensation (symptom); Skin sensation disturbance (finding)|Berger's paresthesia; Berger's paraesthesia; Berger paresthesia; Berger paraesthesia; Berger's paresthesia (finding)|9073 - Late effect of injury to nerve root(s), spinal plexus(es), and other nerves of trunk
C0012766|C1611178|Skin sensation disturbance; Skin Sensation Disturbance; Disturbance of skin sensation; Disturbances of skin sensation; disturbances in skin sensation; disturbances of skin sensation; Disturbance of Skin Sensation; Abnormal skin sensitivity; disturbances of skin sensation (symptom); Skin sensation disturbance (finding)|Cheiro-oral syndrome; cheiro-oral syndrome; cheiro-oral syndrome (diagnosis); Cheiro-oral syndrome (disorder)|7540 - Congenital musculoskeletal deformities of skull, face, and jaw
C0012766|C1868745|Skin sensation disturbance; Skin Sensation Disturbance; Disturbance of skin sensation; Disturbances of skin sensation; disturbances in skin sensation; disturbances of skin sensation; Disturbance of Skin Sensation; Abnormal skin sensitivity; disturbances of skin sensation (symptom); Skin sensation disturbance (finding)|Numb chin syndrome; Numb chin syndrome (disorder)|V485 - Sensory problem with neck and trunk
C0013196|C0263589|Drug pigmentation; Drug induced abnormal pigmentation of skin (disorder); Drug induced abnormal pigmentation of skin|Chlorpromazine pigmentation; Chlorpromazine pigmentation (disorder)|9678 - Poisoning by other sedatives and hypnotics
C0013196|C0263599|Drug pigmentation; Drug induced abnormal pigmentation of skin (disorder); Drug induced abnormal pigmentation of skin|Chrysoderma; Pigmentation of skin by gold salts; Chrysoderma (disorder)|2641 - Vitamin A deficiency with conjunctival xerosis and Bitot's spot
C0013196|C0406698|Drug pigmentation; Drug induced abnormal pigmentation of skin (disorder); Drug induced abnormal pigmentation of skin|Drug-induced pigmentation; Drug-induced pigmentation (disorder)|6923 - Contact dermatitis and other eczema due to drugs and medicines in contact with skin
C0013196|C0459805|Drug pigmentation; Drug induced abnormal pigmentation of skin (disorder); Drug induced abnormal pigmentation of skin|Drug-induced melasma; drug-induced melasma; drug-induced melasma (diagnosis); Drug-induced melasma (disorder)|3239 - Unspecified causes of encephalitis, myelitis, and encephalomyelitis
C0013196|C0549567|Drug pigmentation; Drug induced abnormal pigmentation of skin (disorder); Drug induced abnormal pigmentation of skin|Pigmentation Disorders; disorders pigmentation; Pigmentation disorders; pigmentation disorders; Disorder, Pigmentation; Pigmentation Disorder; pigmentation disorder; Pigmentation disorder NOS; Pigmentation disorder; disorder; pigmentation; pigmentation; disorder; Disorder of pigmentation; Disorders, Pigmentation; Pigment alteration; Pigment Alterations; Pigment alteration, NOS; Disorder of pigmentation, unspecified; Pigmen Disorders; pigment disorders; pigment disorder; pigmentation disorder (diagnosis); Pigment alteration (morphologic abnormality); Disorder of pigmentation (disorder)|7789 - Unspecified condition involving the integument and temperature regulation of fetus and newborn
C0013196|C1274949|Drug pigmentation; Drug induced abnormal pigmentation of skin (disorder); Drug induced abnormal pigmentation of skin|Non-melanin pigmentation caused by drug; Non-melanin pigmentation caused by drug (disorder)|6923 - Contact dermatitis and other eczema due to drugs and medicines in contact with skin
C0013196|C1704421|Drug pigmentation; Drug induced abnormal pigmentation of skin (disorder); Drug induced abnormal pigmentation of skin|Skin Pigmentation Disorder; disorder pigmentation skin; skin pigmentation disorder; Skin pigmentation disorder; SKIN PIGMENTATION DISORDERS; Skin pigmentation disorder, NOS; disorders pigmentation skin; skin pigmentation disorders; Disorder of skin pigmentation; Skin Pigmentation Disorders; Dyschromia; Pigmentation Disorders; Anomalous pigmentation of skin, NOS; Miscellaneous disorders of skin pigmentation; Skin pigmented; pigmented skin; pigment skin; pigments skin; skin pigment; Disorder of skin pigmentation (disorder)|7789 - Unspecified condition involving the integument and temperature regulation of fetus and newborn
C0013395|C1282765|Dyspepsia; DYSPEPSIA; dyspepsia; Dyspepsias; Dyspepsia, NOS; Indigestion; INDIGESTION; indigestion; Indigestion, NOS; Indigestions; Dyspepsia/indigestion; Indigestion (finding); dyspepsia (diagnosis)|Mild dietary indigestion; Mild dietary indigestion (disorder)|7131 - Arthropathy associated with gastrointestinal conditions other than infections
C0013404|C0013405|Dyspnea; DYSPNEA; dyspnea; DYSPNOEA; Dyspnea, NOS; Dyspnoea, NOS; Dyspnoea; Dyspnea NOS; Dyspnoea NOS; Dyspnoeas; dyspnoea; Breathlessness; BREATHLESSNESS; breathlessness; Short of breath; Shortness of Breath; Shortness of breath; SHORTNESS OF BREATH; shortness of breath; Shortness (of);breath; BREATH SHORTNESS; breath shortness; Breath shortness; Breath Shortness; Abnormal breathing; SOB - Shortness of breath; shortness of breath (SOB); SOB (SHORTNESS OF BREATH); SOB (shortness of breath); Difficult to breathe; BREATHING DIFFICULT; difficult breathing; Breathing difficult; Difficulty breathing; breathing difficulty; Breathing difficulty; DIFFICULTY BREATHING; difficulty breathing; breathing difficulties; Breathing difficulties; Difficulty;breathing; SOB; sob; Respiration difficult; Shortness of breath/dyspnoea; Shortness of breath dyspnea; DIB - Difficulty in breathing; Breathless; breathless; s.o.b.; Respiratory difficulties; respiratory difficulty; RESPIRATORY DIFFICULTY; Trouble breathing; shortness of breath (symptom); Difficulty breathing (finding); Dyspnea (finding); shortness of breath; breath; breath; shortness of breath; tightness of breath; Functional Dyspnoea; difficulty breathing (symptom); breathing shortness; Dyspnea, unspecified|Dyspnea, Paroxysmal; Paroxysmal dyspnea; paroxysmal dyspnea; Dyspnea, paroxysmal; Paroxysmal dyspnoea; Paroxysmal Dyspnea; paroxysmal dyspnea (symptom); Paroxysmal dyspnea (finding)|4270 - Paroxysmal supraventricular tachycardia
