PMID,Sentence,Found Terms,Classification
38677819,"Symptoms are profuse watery diarrhea, typically following a course of antibiotics; however, some cases of fulminant disease may manifest with shock, ileus, or megacolon.",Megacolon,Unknown
38677819,"C difficile colitis has a high potential for recurrence, and recurrent episodes are also treated with fidaxomicin.",Colitis,Disease
38677819,"C difficile colitis has a high potential for recurrence, and recurrent episodes are also treated with fidaxomicin.",Recurrence,Unknown
38677818,"Diverticulitis accounts for roughly one-third of admissions to acute care hospitals annually, with even more patients being treated as outpatients due to improved understanding of risk stratification and the natural history of disease progression.",Disease,Disease
38677818,"Diverticulitis accounts for roughly one-third of admissions to acute care hospitals annually, with even more patients being treated as outpatients due to improved understanding of risk stratification and the natural history of disease progression.",Acute Disease,Disease
38677818,"Diverticulitis accounts for roughly one-third of admissions to acute care hospitals annually, with even more patients being treated as outpatients due to improved understanding of risk stratification and the natural history of disease progression.",Diverticulitis,Disease
38677818,"Diverticulitis accounts for roughly one-third of admissions to acute care hospitals annually, with even more patients being treated as outpatients due to improved understanding of risk stratification and the natural history of disease progression.",Disease Progression,Unknown
38677818,"Thus, having a thorough understanding of the etiology of the disease in conjunction with computed tomography findings and patient presentation can help dictate the appropriate treatment.",Disease,Disease
38677818,"Thus, having a thorough understanding of the etiology of the disease in conjunction with computed tomography findings and patient presentation can help dictate the appropriate treatment.",Tomography,Unknown
38677817,Diagnosis is made through high resolution anaoscopy and biopsy.,Diagnosis,Unknown
38677817,Diagnosis is made through high resolution anaoscopy and biopsy.,Biopsy,Unknown
38677817,"Options for treatment include ablation and several topical therapies; however, recurrence rates are high for all treatment options, and an ongoing surveillance is necessary to prevent progression to anal squamous cell carcinoma.",Carcinoma,Unknown
38677817,"Options for treatment include ablation and several topical therapies; however, recurrence rates are high for all treatment options, and an ongoing surveillance is necessary to prevent progression to anal squamous cell carcinoma.",Carcinoma,Unknown
38677817,"Options for treatment include ablation and several topical therapies; however, recurrence rates are high for all treatment options, and an ongoing surveillance is necessary to prevent progression to anal squamous cell carcinoma.",Squamous Cell,Unknown
38677817,"Options for treatment include ablation and several topical therapies; however, recurrence rates are high for all treatment options, and an ongoing surveillance is necessary to prevent progression to anal squamous cell carcinoma.",Recurrence,Unknown
38677816,Management of Pilonidal Disease and Hidradenitis Suppurativa.,Disease,Disease
38677816,Management of Pilonidal Disease and Hidradenitis Suppurativa.,Hidradenitis Suppurativa,Disease
38677816,Management of Pilonidal Disease and Hidradenitis Suppurativa.,Hidradenitis,Disease
38677816,"Pilonidal disease and hidradenitis suppurativa affect healthy young adults, causing discomfort and pain that leads to loss of work productivity and should be approached in a personalized manner.",Affect,Unknown
38677816,"Pilonidal disease and hidradenitis suppurativa affect healthy young adults, causing discomfort and pain that leads to loss of work productivity and should be approached in a personalized manner.",Disease,Disease
38677816,"Pilonidal disease and hidradenitis suppurativa affect healthy young adults, causing discomfort and pain that leads to loss of work productivity and should be approached in a personalized manner.",Hidradenitis Suppurativa,Disease
38677816,"Pilonidal disease and hidradenitis suppurativa affect healthy young adults, causing discomfort and pain that leads to loss of work productivity and should be approached in a personalized manner.",Hidradenitis,Disease
38677816,"Pilonidal disease and hidradenitis suppurativa affect healthy young adults, causing discomfort and pain that leads to loss of work productivity and should be approached in a personalized manner.",Pain,Symptom
38677816,Hidradenitis suppurativa can be a morbid and challenging disease process.,Disease,Disease
38677816,Hidradenitis suppurativa can be a morbid and challenging disease process.,Hidradenitis Suppurativa,Disease
38677816,Hidradenitis suppurativa can be a morbid and challenging disease process.,Hidradenitis,Disease
38677815,"While the initial therapeutic intervention is philosophically straightforward (incision and drainage), drainage of the appropriate space and treatment of the subsequent fistula in ano require a thorough understanding of perianal anatomy and nuanced decision making.",Fistula,Unknown
38677815,"While the initial therapeutic intervention is philosophically straightforward (incision and drainage), drainage of the appropriate space and treatment of the subsequent fistula in ano require a thorough understanding of perianal anatomy and nuanced decision making.",Decision Making,Unknown
38677815,Balancing the risk of fecal incontinence with simple fistulotomy versus the higher risk of fistula recurrence with all sphincter-sparing fistula treatments can be a challenge for surgeons and patients alike.,Recurrence,Unknown
38677815,Balancing the risk of fecal incontinence with simple fistulotomy versus the higher risk of fistula recurrence with all sphincter-sparing fistula treatments can be a challenge for surgeons and patients alike.,Fistula,Unknown
38677815,Balancing the risk of fecal incontinence with simple fistulotomy versus the higher risk of fistula recurrence with all sphincter-sparing fistula treatments can be a challenge for surgeons and patients alike.,Fecal Incontinence,Disease
38677814,"The article discusses the pathophysiology, diagnosis, medical management, and procedures for hemorrhoids followed by a detailed overview on the management of anal fissures.",Diagnosis,Unknown
38677814,"The article discusses the pathophysiology, diagnosis, medical management, and procedures for hemorrhoids followed by a detailed overview on the management of anal fissures.",Hemorrhoids,Disease
