Tree Number,Disease Name
C11.768.585.439.245,Macular Edema
C01.150.252.410.040.692.500,Mycetoma
C01.150.252.819.557,Mycetoma
C01.150.703.302.500,Mycetoma
C01.800.200.500,Mycetoma
C01.800.720.557,Mycetoma
C17.800.838.208.557,Mycetoma
C17.800.838.765.557,Mycetoma
C18.654.521.500.439,Magnesium Deficiency
C06.405.469.637,Malabsorption Syndromes
C18.452.603,Malabsorption Syndromes
C23.550.548,Malacoplakia
C01.610.752.530,Malaria
C01.920.852.750,Malaria
C01.610.752.530.606,"Malaria, Avian"
C01.920.852.750.606,"Malaria, Avian"
C22.131.498,"Malaria, Avian"
C04.557.465.625.650.200.500,Malignant Carcinoid Syndrome
C04.557.470.200.025.200.500,Malignant Carcinoid Syndrome
C04.557.580.625.650.200.500,Malignant Carcinoid Syndrome
C01.925.256.466.606,Malignant Catarrh
C22.196.540,Malignant Catarrh
C23.550.505.700,Malignant Hyperthermia
C23.550.767.600,Malignant Hyperthermia
C23.888.119.455.500,Malignant Hyperthermia
C06.405.117.468.524,Mallory-Weiss Syndrome
C07.793.494,Malocclusion
C07.793.494.610,"Malocclusion, Angle Class I"
C07.793.494.630,"Malocclusion, Angle Class II"
C07.793.494.650,"Malocclusion, Angle Class III"
C04.588.531.500,"Mammary Neoplasms, Experimental"
C04.619.590,"Mammary Neoplasms, Experimental"
C05.500.607,Mandibular Diseases
C07.320.610,Mandibular Diseases
C10.900.300.284.500.400.255,Mandibular Fractures
C26.404.750.467.441,Mandibular Fractures
C26.915.300.425.500.400.255,Mandibular Fractures
C10.900.300.284.500.500,Mandibular Injuries
C26.915.300.425.500.500,Mandibular Injuries
C04.588.149.721.450.583,Mandibular Neoplasms
C05.116.231.754.450.583,Mandibular Neoplasms
C05.500.499.583,Mandibular Neoplasms
C05.500.607.442,Mandibular Neoplasms
C07.320.515.583,Mandibular Neoplasms
C07.320.610.583,Mandibular Neoplasms
C05.116.099.370.231.576,Mandibulofacial Dysostosis
C05.660.207.231.576,Mandibulofacial Dysostosis
C11.270.147.750,Mandibulofacial Dysostosis
C16.131.621.207.231.576,Mandibulofacial Dysostosis
C16.320.565.202.607.500,alpha-Mannosidosis
C16.320.565.595.577.500,alpha-Mannosidosis
C18.452.648.202.607.500,alpha-Mannosidosis
C18.452.648.595.577.500,alpha-Mannosidosis
C01.610.335.508.700.750.361.588,Mansonelliasis
C10.228.140.163.100.520,Maple Syrup Urine Disease
C16.320.565.100.608,Maple Syrup Urine Disease
C16.320.565.189.520,Maple Syrup Urine Disease
C18.452.132.100.520,Maple Syrup Urine Disease
C18.452.648.100.608,Maple Syrup Urine Disease
C18.452.648.189.520,Maple Syrup Urine Disease
C01.925.782.417.560,Marburg Virus Disease
C01.925.782.580.250.500,Marburg Virus Disease
C22.735.500.500,Marburg Virus Disease
C01.925.256.466.650,Marek Disease
C01.925.928.489,Marek Disease
C15.604.515.700,Marek Disease
C20.683.515.840,Marek Disease
C22.131.546,Marek Disease
C05.116.099.674,Marfan Syndrome
C14.240.400.725,Marfan Syndrome
C14.280.400.725,Marfan Syndrome
C16.131.077.550,Marfan Syndrome
C16.131.240.400.720,Marfan Syndrome
C16.320.540,Marfan Syndrome
C17.300.500,Marfan Syndrome
C12.050.703.844.603,Mastitis
C17.800.090.968,Mastitis
C22.196.581,"Mastitis, Bovine"
C04.557.450.565.465,Mastocytosis
C20.762.750,Mastocytosis
C01.160.495.500,Mastoiditis
C05.116.165.495.249,Mastoiditis
C09.218.705.663.652,Mastoiditis
C05.500.693,Maxillary Diseases
C07.320.660,Maxillary Diseases
C10.900.300.284.500.400.510,Maxillary Fractures
C26.404.750.467.611,Maxillary Fractures
C26.915.300.425.500.400.510,Maxillary Fractures
C04.588.149.721.450.601,Maxillary Neoplasms
C05.116.231.754.450.601,Maxillary Neoplasms
C05.500.499.601,Maxillary Neoplasms
C05.500.693.528,Maxillary Neoplasms
C07.320.515.601,Maxillary Neoplasms
C07.320.660.601,Maxillary Neoplasms
C04.588.443.665.650.693.575,Maxillary Sinus Neoplasms
C08.460.669.693.575,Maxillary Sinus Neoplasms
C08.460.692.503.503,Maxillary Sinus Neoplasms
C08.785.600.693.575,Maxillary Sinus Neoplasms
C09.603.669.693.575,Maxillary Sinus Neoplasms
C09.603.692.503.503,Maxillary Sinus Neoplasms
C09.647.685.693.575,Maxillary Sinus Neoplasms
C10.900.300.284.500,Maxillofacial Injuries
C26.915.300.425.500,Maxillofacial Injuries
C01.925.782.580.600.500.500,Measles
C06.198.859,Meckel Diverticulum
C06.405.205.282.750.750,Meckel Diverticulum
C16.131.314.556,Meckel Diverticulum
C23.300.415.750,Meckel Diverticulum
C08.381.520.687,Meconium Aspiration Syndrome
C08.618.580,Meconium Aspiration Syndrome
C12.050.703.277.785,Meconium Aspiration Syndrome
C16.300.580,Meconium Aspiration Syndrome
C16.614.580,Meconium Aspiration Syndrome
C04.182.444,Mediastinal Cyst
C08.846.187.145,Mediastinal Cyst
C08.846.187,Mediastinal Diseases
C08.846.187.290,Mediastinal Emphysema
C23.550.325.250,Mediastinal Emphysema
C04.588.894.479,Mediastinal Neoplasms
C08.846.187.580,Mediastinal Neoplasms
C08.846.187.790,Mediastinitis
C04.557.465.625.600.380.515,Medulloblastoma
C04.557.465.625.600.590.500,Medulloblastoma
C04.557.470.670.380.515,Medulloblastoma
C04.557.470.670.590.500,Medulloblastoma
C04.557.580.625.600.380.515,Medulloblastoma
C04.557.580.625.600.590.500,Medulloblastoma
C06.405.469.158.701,Megacolon
C06.405.469.158.701.591,"Megacolon, Toxic"
C10.228.140.079.590,Meige Syndrome
C10.228.662.300.500,Meige Syndrome
C04.588.322.455.531,Meigs Syndrome
C12.050.351.500.056.630.705.531,Meigs Syndrome
C12.050.351.937.418.685.531,Meigs Syndrome
C12.100.250.056.630.705.531,Meigs Syndrome
C12.900.418.685.531,Meigs Syndrome
C19.344.410.531,Meigs Syndrome
C19.391.630.705.531,Meigs Syndrome
C04.557.465.625.650.510,Melanoma
C04.557.580.625.650.510,Melanoma
C04.557.665.510,Melanoma
C04.588.805.377,Melanoma
C17.800.882.445,Melanoma
C04.557.465.625.650.510.525,"Melanoma, Experimental"
C04.557.580.625.650.510.525,"Melanoma, Experimental"
C04.557.665.510.525,"Melanoma, Experimental"
C04.619.600,"Melanoma, Experimental"
C17.800.621.430.530,Melanosis
C06.405.227.600,Melena
C23.550.414.788.600,Melena
C01.150.252.400.170.531,Melioidosis
C07.465.299.800,Melkersson-Rosenthal Syndrome
C07.465.466,Melkersson-Rosenthal Syndrome
C10.292.319.800,Melkersson-Rosenthal Syndrome
C05.116.099.708.702.593,Melorheostosis
C10.597.606.525,Memory Disorders
C23.888.592.604.529,Memory Disorders
C09.218.568.217.500,Meniere Disease
C04.588.614.250.580,Meningeal Neoplasms
C10.551.240.500,Meningeal Neoplasms
C04.557.580.520,Meningioma
C04.557.645.520,Meningioma
C04.588.614.250.580.500,Meningioma
C10.551.240.500.500,Meningioma
C10.597.544,Meningism
C23.888.592.544,Meningism
C10.586.625,Meningitis
C10.586.625.220,"Meningitis, Aseptic"
C01.150.252.223.500.425,"Meningitis, Haemophilus"
C01.150.252.400.700.433.615,"Meningitis, Haemophilus"
C01.207.180.500.425,"Meningitis, Haemophilus"
C10.228.228.180.500.425,"Meningitis, Haemophilus"
C10.586.625.280.393,"Meningitis, Haemophilus"
C01.150.252.223.500.500,"Meningitis, Listeria"
C01.150.252.410.514.533,"Meningitis, Listeria"
C01.207.180.500.500,"Meningitis, Listeria"
C10.228.228.180.500.500,"Meningitis, Listeria"
C10.586.625.280.449,"Meningitis, Listeria"
C01.150.252.223.500.750,"Meningitis, Meningococcal"
C01.150.252.400.625.549.449,"Meningitis, Meningococcal"
C01.207.180.500.750,"Meningitis, Meningococcal"
C10.228.228.180.500.750,"Meningitis, Meningococcal"
C10.586.625.280.505,"Meningitis, Meningococcal"
C01.150.252.223.500.875,"Meningitis, Pneumococcal"
C01.150.252.410.890.670.595,"Meningitis, Pneumococcal"
C01.207.180.500.875,"Meningitis, Pneumococcal"
C10.228.228.180.500.875,"Meningitis, Pneumococcal"
C10.586.625.280.560,"Meningitis, Pneumococcal"
C01.207.245.500,"Meningitis, Viral"
C01.925.182.550,"Meningitis, Viral"
C10.228.228.245.500,"Meningitis, Viral"
C10.586.625.400,"Meningitis, Viral"
C10.500.680.598,Meningocele
C16.131.666.680.598,Meningocele
C23.300.707.968,Meningocele
C01.150.252.400.625.549,Meningococcal Infections
C01.207.245.550,Meningoencephalitis
C01.207.570,Meningoencephalitis
C10.228.140.430.550,Meningoencephalitis
C10.228.228.245.550,Meningoencephalitis
C10.228.228.570,Meningoencephalitis
C10.586.250.550,Meningoencephalitis
C10.586.625.500,Meningoencephalitis
C10.500.680.610,Meningomyelocele
C16.131.666.680.610,Meningomyelocele
C12.050.351.500.056.630.250,"Menopause, Premature"
C12.100.250.056.630.250,"Menopause, Premature"
C12.050.351.500.852.691.449,Menorrhagia
C12.100.250.852.691.449,Menorrhagia
C23.550.414.993.350,Menorrhagia
C23.550.568.875,Menorrhagia
C23.550.568,Menstruation Disturbances
C10.597.606.360,Intellectual Disability
C23.888.592.604.646,Intellectual Disability
C25.723.522.875,Mercury Poisoning
C04.557.435.500,Mesenchymoma
C04.182.473,Mesenteric Cyst
C06.844.620.500,Mesenteric Cyst
C06.844.520,Mesenteric Lymphadenitis
C15.604.315.618,Mesenteric Lymphadenitis
C06.405.469.675,Mesenteric Vascular Occlusion
C06.844.550,Mesenteric Vascular Occlusion
C14.907.137.534,Mesenteric Vascular Occlusion
C07.465.714.836.535,Mesial Movement of Teeth
C04.557.465.510,Mesonephroma
C04.557.470.035.510,Mesothelioma
C04.557.470.660.510,Mesothelioma
C18.452,Metabolic Diseases
C16.320.565,"Metabolism, Inborn Errors"
C18.452.648,"Metabolism, Inborn Errors"
C16.320.565.618,"Metal Metabolism, Inborn Errors"
C18.452.648.618,"Metal Metabolism, Inborn Errors"
C23.550.589,Metaplasia
C15.378.619,Methemoglobinemia
C12.050.351.500.852.691.622,Metrorrhagia
C12.100.250.852.691.622,Metrorrhagia
C23.550.414.993.700,Metrorrhagia
C05.660.207.620,Microcephaly
C10.500.507.400.500,Microcephaly
C16.131.621.207.620,Microcephaly
C16.131.666.507.400.500,Microcephaly
C05.500.460.457,Micrognathism
C05.660.207.540.460.457,Micrognathism
C07.320.440.457,Micrognathism
C07.650.500.460.457,Micrognathism
C16.131.621.207.540.460.457,Micrognathism
C16.131.850.500.460.457,Micrognathism
C11.250.566,Microphthalmos
C16.131.384.666,Microphthalmos
C07.465.525.520,Microstomia
C07.650.525.520,Microstomia
C16.131.850.525.520,Microstomia
C08.381.730.542,Middle Lobe Syndrome
C10.228.140.546.399.750,Migraine Disorders
C07.465.815.355,Mikulicz' Disease
C17.800.946.492,Miliaria
C01.610.858.211.480,Mite Infestations
C14.280.484.461,Mitral Valve Insufficiency
C14.280.484.400.500,Mitral Valve Prolapse
C14.280.484.517,Mitral Valve Stenosis
C17.300.540,Mixed Connective Tissue Disease
C04.557.435.090,"Adenoma, Pleomorphic"
C04.557.470.035.155,"Adenoma, Pleomorphic"
C01.925.256.743.611,Molluscum Contagiosum
C01.925.825.550,Molluscum Contagiosum
C17.800.838.790.550,Molluscum Contagiosum
C01.610.335.190.628,Monieziasis
C01.610.335.349.656,Monieziasis
C01.610.701.377.656,Monieziasis
C22.674.377.656,Monieziasis
C22.735.500,Monkey Diseases
C15.378.147.542.640,Monoclonal Gammopathy of Undetermined Significance
C15.378.147.780.570,Monoclonal Gammopathy of Undetermined Significance
C20.683.460.640,Monoclonal Gammopathy of Undetermined Significance
C20.683.780.640,Monoclonal Gammopathy of Undetermined Significance
C23.550.210.050.500,Monosomy
C16.131.085,"Abnormalities, Severe Teratoid"
C05.550.518.336.750,Monteggia's Fracture
C26.088.134.688,Monteggia's Fracture
C26.289.336.750,Monteggia's Fracture
C26.404.937.547,Monteggia's Fracture
C25.775.643.500.600,Morphine Dependence
C23.888.571,Motion Sickness
C07.650.800.295.500.500,"Fluorosis, Dental"
C07.793.700.295.500.500,"Fluorosis, Dental"
C16.131.850.800.295.500.500,"Fluorosis, Dental"
C07.465.525,Mouth Abnormalities
C07.650.525,Mouth Abnormalities
C16.131.850.525,Mouth Abnormalities
C07,Stomatognathic Diseases
C08.618.659,Mouth Breathing
C23.888.852.761,Mouth Breathing
C07.465,Mouth Diseases
C04.588.443.591,Mouth Neoplasms
C07.465.530,Mouth Neoplasms
C07.465.550,"Mouth, Edentulous"
C07.793.597,"Mouth, Edentulous"
C10.228.662,Movement Disorders
C10.228.140.300.200.600,Moyamoya Disease
C10.228.140.300.510.200.737,Moyamoya Disease
C14.907.137.615,Moyamoya Disease
C14.907.253.123.620,Moyamoya Disease
C14.907.253.560.200.737,Moyamoya Disease
C04.182.511,Mucocele
C14.907.940.560,Mucocutaneous Lymph Node Syndrome
C15.604.560,Mucocutaneous Lymph Node Syndrome
C17.800.862.560,Mucocutaneous Lymph Node Syndrome
C05.116.198.371,Mucolipidoses
C10.228.140.163.100.435.590,Mucolipidoses
C16.320.565.189.435.590,Mucolipidoses
C16.320.565.202.670,Mucolipidoses
C16.320.565.595.554.590,Mucolipidoses
C18.452.132.100.435.590,Mucolipidoses
C18.452.648.189.435.590,Mucolipidoses
C18.452.648.202.670,Mucolipidoses
C18.452.648.595.554.590,Mucolipidoses
C16.320.565.202.715,Mucopolysaccharidoses
C16.320.565.595.600,Mucopolysaccharidoses
C17.300.550.575,Mucopolysaccharidoses
C18.452.648.202.715,Mucopolysaccharidoses
C18.452.648.595.600,Mucopolysaccharidoses
C16.320.565.202.715.650,Mucopolysaccharidosis III
C16.320.565.595.600.650,Mucopolysaccharidosis III
C17.300.550.575.650,Mucopolysaccharidosis III
C18.452.648.202.715.650,Mucopolysaccharidosis III
C18.452.648.595.600.650,Mucopolysaccharidosis III
C16.320.565.202.715.655,Mucopolysaccharidosis IV
C16.320.565.595.600.655,Mucopolysaccharidosis IV
C17.300.550.575.655,Mucopolysaccharidosis IV
C18.452.648.202.715.655,Mucopolysaccharidosis IV
C18.452.648.595.600.655,Mucopolysaccharidosis IV
C16.320.565.202.715.670,Mucopolysaccharidosis VI
C16.320.565.595.600.670,Mucopolysaccharidosis VI
C17.300.550.575.670,Mucopolysaccharidosis VI
C18.452.648.202.715.670,Mucopolysaccharidosis VI
C18.452.648.595.600.670,Mucopolysaccharidosis VI
C01.150.703.980.600,Mucormycosis
C16.320.565.100.620,Multiple Carboxylase Deficiency
C16.320.565.202.720,Multiple Carboxylase Deficiency
C18.452.648.100.620,Multiple Carboxylase Deficiency
C18.452.648.202.720,Multiple Carboxylase Deficiency
C04.557.595.500,Multiple Myeloma
C14.907.454.460,Multiple Myeloma
C15.378.147.780.650,Multiple Myeloma
C15.378.463.515.460,Multiple Myeloma
C20.683.515.845,Multiple Myeloma
C20.683.780.650,Multiple Myeloma
C23.550.835.525,Multiple Organ Failure
C10.114.375.500,Multiple Sclerosis
C10.314.350.500,Multiple Sclerosis
C20.111.258.250.500,Multiple Sclerosis
C26.640,Multiple Trauma
C01.925.782.580.600.680.500,Mumps
C07.465.815.470.800.630,Mumps
C05.651.475,Muscle Cramp
C10.597.613.500,Muscle Cramp
C23.888.592.608.500,Muscle Cramp
C10.597.613.550,Muscle Hypertonia
C23.888.592.608.550,Muscle Hypertonia
C10.597.613.575,Muscle Hypotonia
C23.888.592.608.575,Muscle Hypotonia
C05.651.504,Muscle Rigidity
C10.597.613.550.500,Muscle Rigidity
C23.888.592.608.550.500,Muscle Rigidity
C05.651.512,Muscle Spasticity
C10.597.613.550.550,Muscle Spasticity
C23.888.592.608.550.550,Muscle Spasticity
C10.597.613.612,Muscular Atrophy
C23.300.070.500,Muscular Atrophy
C23.888.592.608.612,Muscular Atrophy
C10.228.854.468,"Muscular Atrophy, Spinal"
C10.574.562.500,"Muscular Atrophy, Spinal"
C10.668.467.500,"Muscular Atrophy, Spinal"
C05.651,Muscular Diseases
C10.668.491,Muscular Diseases
C05.651.534.500,Muscular Dystrophies
C10.668.491.175.500,Muscular Dystrophies
C16.320.577,Muscular Dystrophies
C22.595,"Muscular Dystrophy, Animal"
C05.660,Musculoskeletal Abnormalities
C16.131.621,Musculoskeletal Abnormalities
C05,Musculoskeletal Diseases
C25.723.415.551,Mushroom Poisoning
C25.723.680.551,Mushroom Poisoning
C10.597.606.150.500.800.500,Mutism
C23.888.592.604.150.500.800.500,Mutism
C04.588.614.550.500,Myasthenia Gravis
C04.730.856.490,Myasthenia Gravis
C10.114.656,Myasthenia Gravis
C10.574.781.588,Myasthenia Gravis
C10.668.758.725,Myasthenia Gravis
C20.111.258.500,Myasthenia Gravis
C01.150.252.410.040.552,Mycobacterium Infections
C01.150.252.410.040.552.475,"Mycobacterium Infections, Nontuberculous"
C01.150.252.400.610.610,Mycoplasma Infections
C01.150.252.400.610,Mycoplasmatales Infections
C01.150.703,Mycoses
C04.557.386.480.750.800.550,Mycosis Fungoides
C15.604.515.569.480.750.800.550,Mycosis Fungoides
C20.683.515.761.480.750.800.550,Mycosis Fungoides
C01.207.618,Myelitis
C10.228.228.618,Myelitis
C10.228.854.525,Myelitis
C10.586.750,Myelitis
C01.207.618.250,"Myelitis, Transverse"
C04.588.614.550.550,"Myelitis, Transverse"
C04.730.856.543,"Myelitis, Transverse"
C10.114.375.600,"Myelitis, Transverse"
C10.228.228.618.250,"Myelitis, Transverse"
C10.228.854.525.553,"Myelitis, Transverse"
C10.314.350.600,"Myelitis, Transverse"
C10.574.781.625,"Myelitis, Transverse"
C10.586.750.553,"Myelitis, Transverse"
C20.111.258.250.550,"Myelitis, Transverse"
C15.378.190.625,Myelodysplastic Syndromes
C15.378.190.636,Myeloproliferative Disorders
C01.610.858.211.503,Myiasis
C14.280.238,Cardiomyopathies
C14.280.647.500,Myocardial Infarction
C14.907.585.500,Myocardial Infarction
C23.550.513.355.750,Myocardial Infarction
C23.550.717.489.750,Myocardial Infarction
C14.280.238.625,Myocarditis
C10.597.350.500,Myoclonus
C23.888.592.350.500,Myoclonus
C04.557.435.585,Myoepithelioma
C05.651.550,Myofascial Pain Syndromes
C05.651.807.628,Myoglobinuria
C04.557.450.590.540,Myoma
C11.744.636,Myopia
C04.557.450.590.550,Myosarcoma
C04.557.450.795.550,Myosarcoma
C05.651.594,Myositis
C10.668.491.562,Myositis
C05.651.594.638,Myositis Ossificans
C10.597.613.700,Myotonia
C23.888.592.608.700,Myotonia
C05.651.534.500.500,Myotonic Dystrophy
C05.651.662.750,Myotonic Dystrophy
C10.574.500.547,Myotonic Dystrophy
C10.668.491.175.500.500,Myotonic Dystrophy
C10.668.491.606.750,Myotonic Dystrophy
C16.320.400.542,Myotonic Dystrophy
C16.320.577.500,Myotonic Dystrophy
C05.651.662.500,Myotonia Congenita
C10.574.500.545,Myotonia Congenita
C10.668.491.606.500,Myotonia Congenita
C16.320.400.540,Myotonia Congenita
C17.300.550.590,Myxedema
C19.874.482.638,Myxedema
C04.557.450.565.550,Myxoma
C01.925.256.743.665,"Myxomatosis, Infectious"
C22.627,"Myxomatosis, Infectious"
C04.557.450.565.560,Myxosarcoma
C04.557.450.795.560,Myxosarcoma
C17.800.529,Nail Diseases
C05.550.629,Nail-Patella Syndrome
C16.131.077.606,Nail-Patella Syndrome
C16.320.600,Nail-Patella Syndrome
C17.800.529.400,Nail-Patella Syndrome
C17.800.529.406,"Nails, Ingrown"
C23.300.820,"Nails, Malformed"
C01.920.313.614,Nairobi Sheep Disease
C01.920.930.550,Nairobi Sheep Disease
C01.925.081.678,Nairobi Sheep Disease
C01.925.782.147.633,Nairobi Sheep Disease
C22.836.583,Nairobi Sheep Disease
C10.886.425.800.200.750,Narcolepsy
C25.775.643.500,Opioid-Related Disorders
C08.460.572,Nasal Polyps
C09.603.557,Nasal Polyps
C23.300.825.557,Nasal Polyps
C07.550.350,Nasopharyngeal Diseases
C09.775.350,Nasopharyngeal Diseases
C04.588.443.665.710.650,Nasopharyngeal Neoplasms
C07.550.350.650,Nasopharyngeal Neoplasms
C07.550.745.650,Nasopharyngeal Neoplasms
C09.647.710.650,Nasopharyngeal Neoplasms
C09.775.350.650,Nasopharyngeal Neoplasms
C09.775.549.650,Nasopharyngeal Neoplasms
C01.748.561.500,Nasopharyngitis
C07.550.350.700,Nasopharyngitis
C07.550.781.500,Nasopharyngitis
C08.730.561.500,Nasopharyngitis
C09.775.350.700,Nasopharyngitis
C09.775.649.500,Nasopharyngitis
C23.888.821.712,Nausea
C01.610.335.508.700.775.455.683,Necatoriasis
C17.300.200.495.545,Necrobiosis Lipoidica
C17.800.550.545,Necrobiosis Lipoidica
C17.800.849.495,Necrobiosis Lipoidica
C18.452.880.495,Necrobiosis Lipoidica
C23.550.717,Necrosis
C04.588.322.609.145.500,Nelson Syndrome
C10.228.140.617.738.675.149.500,Nelson Syndrome
C19.344.609.145.500,Nelson Syndrome
C19.700.734.145.500,Nelson Syndrome
C01.610.335.508,Nematode Infections
C16.614.610,Neonatal Abstinence Syndrome
C25.775.650,Neonatal Abstinence Syndrome
C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
C04.697.650.900,"Neoplastic Cells, Circulating"
C23.550.727.650.900,"Neoplastic Cells, Circulating"
C04.697.645,Neoplasm Invasiveness
C23.550.727.645,Neoplasm Invasiveness
C04.697.650,Neoplasm Metastasis
C23.550.727.650,Neoplasm Metastasis
C04.697.655,"Neoplasm Recurrence, Local"
C23.550.727.655,"Neoplasm Recurrence, Local"
C04.697.670,"Neoplasm Regression, Spontaneous"
C23.550.727.670,"Neoplasm Regression, Spontaneous"
C04.697.650.830,Neoplasm Seeding
C23.550.727.650.830,Neoplasm Seeding
C04,Neoplasms
C04.557,Neoplasms by Histologic Type
C04.588,Neoplasms by Site
C04.557.450.565,"Neoplasms, Connective Tissue"
C17.300.680,"Neoplasms, Connective Tissue"
